instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_bin,hour_bin,cnt_bin
15726,2012-10-22,Winter,2012,October,10,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.55,0.0,51,161,212,sejuk,pagi,rendah
15727,2012-10-22,Winter,2012,October,11,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.37,0.1642,63,148,211,sejuk,siang,rendah
15728,2012-10-22,Winter,2012,October,12,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.58,0.5455,0.35,0.0,52,231,283,sejuk,siang,rendah
15729,2012-10-22,Winter,2012,October,13,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.62,0.6212,0.29,0.1642,88,227,315,panas,siang,rendah
15730,2012-10-22,Winter,2012,October,14,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.62,0.6061,0.27,0.194,73,209,282,panas,siang,rendah
15731,2012-10-22,Winter,2012,October,15,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.6212,0.29,0.1642,74,222,296,panas,siang,rendah
15732,2012-10-22,Winter,2012,October,16,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.62,0.6212,0.33,0.1642,80,444,524,panas,siang,rendah
15733,2012-10-22,Winter,2012,October,17,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.62,0.6212,0.33,0.1045,84,838,922,panas,sore,rendah
15734,2012-10-22,Winter,2012,October,18,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.64,0.1045,60,726,786,sejuk,sore,rendah
15735,2012-10-22,Winter,2012,October,19,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.52,0.1045,36,478,514,sejuk,malam,rendah
15736,2012-10-22,Winter,2012,October,20,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.59,0.1045,21,382,403,sejuk,malam,rendah
15737,2012-10-22,Winter,2012,October,21,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.67,0.0896,19,155,174,sejuk,malam,rendah
15738,2012-10-22,Winter,2012,October,22,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.82,0.1343,25,158,183,sejuk,malam,rendah
15739,2012-10-22,Winter,2012,October,23,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.82,0.1045,20,143,163,sejuk,malam,rendah
15740,2012-10-23,Winter,2012,October,0,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.88,0.1642,5,32,37,sejuk,subuh,rendah
15741,2012-10-23,Winter,2012,October,1,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.77,0.1642,1,16,17,sejuk,subuh,rendah
15742,2012-10-23,Winter,2012,October,2,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.88,0.1343,1,6,7,sejuk,subuh,rendah
15743,2012-10-23,Winter,2012,October,3,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.77,0.1343,0,1,1,sejuk,subuh,rendah
15744,2012-10-23,Winter,2012,October,4,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.77,0.1045,1,6,7,sejuk,subuh,rendah
15745,2012-10-23,Winter,2012,October,5,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.77,0.0896,1,49,50,sejuk,subuh,rendah
15746,2012-10-23,Winter,2012,October,6,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.82,0.0896,6,152,158,sejuk,subuh,rendah
15747,2012-10-23,Winter,2012,October,7,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.77,0.1045,12,519,531,sejuk,pagi,rendah
15748,2012-10-23,Winter,2012,October,8,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.72,0.0896,28,733,761,sejuk,pagi,rendah
15749,2012-10-23,Winter,2012,October,9,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.72,0.1045,29,305,334,sejuk,pagi,rendah
15750,2012-10-23,Winter,2012,October,10,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.6,0.0,50,171,221,sejuk,pagi,rendah
15751,2012-10-23,Winter,2012,October,11,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.6,0.6212,0.53,0.0,52,201,253,sejuk,siang,rendah
15752,2012-10-23,Winter,2012,October,12,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.6212,0.46,0.0896,80,298,378,panas,siang,rendah
15753,2012-10-23,Winter,2012,October,13,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.64,0.6212,0.44,0.0,59,244,303,panas,siang,rendah
15754,2012-10-23,Winter,2012,October,14,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.41,0.1642,67,229,296,panas,siang,rendah
15755,2012-10-23,Winter,2012,October,15,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.41,0.2239,76,270,346,panas,siang,rendah
15756,2012-10-23,Winter,2012,October,16,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.44,0.0896,108,433,541,panas,siang,rendah
15757,2012-10-23,Winter,2012,October,17,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.41,0.0,67,871,938,panas,sore,rendah
15758,2012-10-23,Winter,2012,October,18,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.62,0.6212,0.53,0.0896,64,762,826,panas,sore,rendah
15759,2012-10-23,Winter,2012,October,19,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.62,0.6212,0.57,0.0896,25,457,482,panas,malam,rendah
15760,2012-10-23,Winter,2012,October,20,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.58,0.5455,0.64,0.1343,45,334,379,sejuk,malam,rendah
15761,2012-10-23,Winter,2012,October,21,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.68,0.0,35,260,295,sejuk,malam,rendah
15762,2012-10-23,Winter,2012,October,22,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.68,0.1045,20,174,194,sejuk,malam,rendah
15763,2012-10-23,Winter,2012,October,23,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.73,0.1045,9,102,111,sejuk,malam,rendah
15764,2012-10-24,Winter,2012,October,0,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.73,0.0896,7,39,46,sejuk,subuh,rendah
15765,2012-10-24,Winter,2012,October,1,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.68,0.0,4,23,27,sejuk,subuh,rendah
15766,2012-10-24,Winter,2012,October,2,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.68,0.0,0,6,6,sejuk,subuh,rendah
15767,2012-10-24,Winter,2012,October,3,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.77,0.0896,0,4,4,sejuk,subuh,rendah
15768,2012-10-24,Winter,2012,October,4,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.77,0.0896,1,5,6,sejuk,subuh,rendah
15769,2012-10-24,Winter,2012,October,5,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.82,0.0,1,52,53,sejuk,subuh,rendah
15770,2012-10-24,Winter,2012,October,6,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.82,0.1045,11,162,173,sejuk,subuh,rendah
15771,2012-10-24,Winter,2012,October,7,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.88,0.0896,20,506,526,sejuk,pagi,rendah
15772,2012-10-24,Winter,2012,October,8,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.1045,24,777,801,sejuk,pagi,rendah
15773,2012-10-24,Winter,2012,October,9,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.77,0.0896,24,349,373,sejuk,pagi,rendah
15774,2012-10-24,Winter,2012,October,10,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.73,0.0,29,142,171,sejuk,pagi,rendah
15775,2012-10-24,Winter,2012,October,11,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.58,0.5455,0.64,0.0,47,189,236,sejuk,siang,rendah
15776,2012-10-24,Winter,2012,October,12,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.62,0.6061,0.61,0.0896,48,268,316,panas,siang,rendah
15777,2012-10-24,Winter,2012,October,13,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.54,0.0,65,241,306,panas,siang,rendah
15778,2012-10-24,Winter,2012,October,14,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.3,0.2537,64,237,301,panas,siang,rendah
15779,2012-10-24,Winter,2012,October,15,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6364,0.39,0.1045,63,245,308,panas,siang,rendah
15780,2012-10-24,Winter,2012,October,16,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.33,0.1343,67,465,532,panas,siang,rendah
15781,2012-10-24,Winter,2012,October,17,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.47,0.0,87,876,963,panas,sore,rendah
15782,2012-10-24,Winter,2012,October,18,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.44,0.0,63,795,858,panas,sore,rendah
15783,2012-10-24,Winter,2012,October,19,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.64,0.6212,0.53,0.0896,50,522,572,panas,malam,rendah
15784,2012-10-24,Winter,2012,October,20,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.6061,0.61,0.0896,45,396,441,panas,malam,rendah
15785,2012-10-24,Winter,2012,October,21,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.6061,0.61,0.1045,33,280,313,panas,malam,rendah
15786,2012-10-24,Winter,2012,October,22,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.6061,0.64,0.1343,30,208,238,sejuk,malam,rendah
15787,2012-10-24,Winter,2012,October,23,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.68,0.0896,12,111,123,sejuk,malam,rendah
15788,2012-10-25,Winter,2012,October,0,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.6061,0.64,0.1045,19,57,76,sejuk,subuh,rendah
15789,2012-10-25,Winter,2012,October,1,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.58,0.5455,0.68,0.0,6,22,28,sejuk,subuh,rendah
15790,2012-10-25,Winter,2012,October,2,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.77,0.0,3,15,18,sejuk,subuh,rendah
15791,2012-10-25,Winter,2012,October,3,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1343,0,8,8,sejuk,subuh,rendah
15792,2012-10-25,Winter,2012,October,4,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1045,1,4,5,sejuk,subuh,rendah
15793,2012-10-25,Winter,2012,October,5,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1642,2,53,55,sejuk,subuh,rendah
15794,2012-10-25,Winter,2012,October,6,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.194,3,168,171,sejuk,subuh,rendah
15795,2012-10-25,Winter,2012,October,7,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.194,18,477,495,sejuk,pagi,rendah
15796,2012-10-25,Winter,2012,October,8,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.1642,33,746,779,sejuk,pagi,rendah
15797,2012-10-25,Winter,2012,October,9,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.194,23,320,343,sejuk,pagi,rendah
15798,2012-10-25,Winter,2012,October,10,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.1343,53,172,225,sejuk,pagi,rendah
15799,2012-10-25,Winter,2012,October,11,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.1045,57,181,238,sejuk,siang,rendah
15800,2012-10-25,Winter,2012,October,12,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.78,0.1045,61,258,319,sejuk,siang,rendah
15801,2012-10-25,Winter,2012,October,13,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.78,0.0,49,264,313,sejuk,siang,rendah
15802,2012-10-25,Winter,2012,October,14,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.6,0.5909,0.73,0.1343,71,214,285,sejuk,siang,rendah
15803,2012-10-25,Winter,2012,October,15,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.62,0.6061,0.65,0.1343,63,242,305,panas,siang,rendah
15804,2012-10-25,Winter,2012,October,16,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.6,0.5909,0.69,0.1642,92,407,499,sejuk,siang,rendah
15805,2012-10-25,Winter,2012,October,17,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.6,0.5909,0.69,0.1642,112,774,886,sejuk,sore,rendah
15806,2012-10-25,Winter,2012,October,18,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.83,0.1045,77,732,809,sejuk,sore,rendah
15807,2012-10-25,Winter,2012,October,19,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.83,0.194,45,497,542,sejuk,malam,rendah
15808,2012-10-25,Winter,2012,October,20,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1343,28,319,347,sejuk,malam,rendah
15809,2012-10-25,Winter,2012,October,21,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1343,24,247,271,sejuk,malam,rendah
15810,2012-10-25,Winter,2012,October,22,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.0896,22,185,207,sejuk,malam,rendah
15811,2012-10-25,Winter,2012,October,23,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.1343,13,122,135,sejuk,malam,rendah
15812,2012-10-26,Winter,2012,October,0,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.77,0.0,6,65,71,sejuk,subuh,rendah
15813,2012-10-26,Winter,2012,October,1,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.0896,4,32,36,sejuk,subuh,rendah
15814,2012-10-26,Winter,2012,October,2,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1045,4,15,19,sejuk,subuh,rendah
15815,2012-10-26,Winter,2012,October,3,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1642,5,8,13,sejuk,subuh,rendah
15816,2012-10-26,Winter,2012,October,4,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1642,1,4,5,sejuk,subuh,rendah
15817,2012-10-26,Winter,2012,October,5,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1045,3,47,50,sejuk,subuh,rendah
15818,2012-10-26,Winter,2012,October,6,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.0896,2,142,144,sejuk,subuh,rendah
15819,2012-10-26,Winter,2012,October,7,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.88,0.1045,13,408,421,sejuk,pagi,rendah
15820,2012-10-26,Winter,2012,October,8,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.88,0.1343,20,714,734,sejuk,pagi,rendah
15821,2012-10-26,Winter,2012,October,9,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.88,0.1343,56,347,403,sejuk,pagi,rendah
15822,2012-10-26,Winter,2012,October,10,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.88,0.1045,41,156,197,sejuk,pagi,rendah
15823,2012-10-26,Winter,2012,October,11,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.78,0.1642,68,222,290,sejuk,siang,rendah
15824,2012-10-26,Winter,2012,October,12,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.73,0.194,90,302,392,sejuk,siang,rendah
15825,2012-10-26,Winter,2012,October,13,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.68,0.1343,77,260,337,sejuk,siang,rendah
15826,2012-10-26,Winter,2012,October,14,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.6061,0.64,0.1343,99,252,351,sejuk,siang,rendah
15827,2012-10-26,Winter,2012,October,15,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.6061,0.61,0.1045,142,306,448,panas,siang,rendah
15828,2012-10-26,Winter,2012,October,16,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.73,0.1642,137,445,582,sejuk,siang,rendah
15829,2012-10-26,Winter,2012,October,17,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.76,0.194,125,692,817,sejuk,sore,rendah
15830,2012-10-26,Winter,2012,October,18,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.78,0.1343,81,584,665,sejuk,sore,rendah
15831,2012-10-26,Winter,2012,October,19,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.1642,72,399,471,sejuk,malam,rendah
15832,2012-10-26,Winter,2012,October,20,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.83,0.1642,40,271,311,sejuk,malam,rendah
15833,2012-10-26,Winter,2012,October,21,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.77,0.1343,40,252,292,sejuk,malam,rendah
15834,2012-10-26,Winter,2012,October,22,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.83,0.1343,37,180,217,sejuk,malam,rendah
15835,2012-10-26,Winter,2012,October,23,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.83,0.1642,19,159,178,sejuk,malam,rendah
15836,2012-10-27,Winter,2012,October,0,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.88,0.1343,10,132,142,sejuk,subuh,rendah
15837,2012-10-27,Winter,2012,October,1,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.88,0.1343,23,123,146,sejuk,subuh,rendah
15838,2012-10-27,Winter,2012,October,2,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.88,0.194,19,71,90,sejuk,subuh,rendah
15839,2012-10-27,Winter,2012,October,3,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.88,0.1642,5,21,26,sejuk,subuh,rendah
15840,2012-10-27,Winter,2012,October,4,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.88,0.1642,1,12,13,sejuk,subuh,rendah
15841,2012-10-27,Winter,2012,October,5,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.82,0.194,2,7,9,sejuk,subuh,rendah
15842,2012-10-27,Winter,2012,October,6,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.82,0.194,2,29,31,sejuk,subuh,rendah
15843,2012-10-27,Winter,2012,October,7,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.83,0.194,7,79,86,sejuk,pagi,rendah
15844,2012-10-27,Winter,2012,October,8,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.77,0.2537,26,187,213,sejuk,pagi,rendah
15845,2012-10-27,Winter,2012,October,9,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.77,0.2537,88,240,328,sejuk,pagi,rendah
15846,2012-10-27,Winter,2012,October,10,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.73,0.2836,165,314,479,sejuk,pagi,rendah
15847,2012-10-27,Winter,2012,October,11,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.64,0.2836,197,388,585,sejuk,siang,rendah
15848,2012-10-27,Winter,2012,October,12,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.6,0.6212,0.53,0.2537,264,404,668,sejuk,siang,rendah
15849,2012-10-27,Winter,2012,October,13,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.6,0.6212,0.43,0.2537,310,450,760,sejuk,siang,rendah
15850,2012-10-27,Winter,2012,October,14,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.6,0.6212,0.46,0.2537,325,425,750,sejuk,siang,rendah
15851,2012-10-27,Winter,2012,October,15,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.6,0.2836,310,401,711,sejuk,siang,rendah
15852,2012-10-27,Winter,2012,October,16,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.64,0.2836,257,355,612,sejuk,siang,rendah
15853,2012-10-27,Winter,2012,October,17,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.64,0.2836,248,370,618,sejuk,sore,rendah
15854,2012-10-27,Winter,2012,October,18,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.64,0.2836,138,318,456,sejuk,sore,rendah
15855,2012-10-27,Winter,2012,October,19,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.72,0.2239,67,233,300,sejuk,malam,rendah
15856,2012-10-27,Winter,2012,October,20,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.72,0.2239,58,238,296,sejuk,malam,rendah
15857,2012-10-27,Winter,2012,October,21,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.72,0.2239,49,160,209,sejuk,malam,rendah
15858,2012-10-27,Winter,2012,October,22,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.72,0.2537,41,116,157,sejuk,malam,rendah
15859,2012-10-27,Winter,2012,October,23,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.68,0.3881,31,136,167,sejuk,malam,rendah
15860,2012-10-28,Winter,2012,October,0,No,Monday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.52,0.5,0.68,0.2985,20,97,117,sejuk,subuh,rendah
15861,2012-10-28,Winter,2012,October,1,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.72,0.2836,22,111,133,sejuk,subuh,rendah
15862,2012-10-28,Winter,2012,October,2,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.68,0.2985,17,99,116,sejuk,subuh,rendah
15863,2012-10-28,Winter,2012,October,3,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.63,0.3284,18,61,79,sejuk,subuh,rendah
15864,2012-10-28,Winter,2012,October,4,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.63,0.3582,1,19,20,sejuk,subuh,rendah
15865,2012-10-28,Winter,2012,October,5,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.63,0.2985,6,22,28,sejuk,subuh,rendah
15866,2012-10-28,Winter,2012,October,6,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.59,0.3284,7,32,39,sejuk,subuh,rendah
15867,2012-10-28,Winter,2012,October,7,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.59,0.2985,17,48,65,sejuk,pagi,rendah
15868,2012-10-28,Winter,2012,October,8,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.59,0.5522,55,118,173,sejuk,pagi,rendah
15869,2012-10-28,Winter,2012,October,9,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.55,0.4179,124,206,330,sejuk,pagi,rendah
15870,2012-10-28,Winter,2012,October,10,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.51,0.4179,120,314,434,sejuk,pagi,rendah
